date,KO stock,isPartial
2012-01-01,0,False
2012-01-02,0,False
2012-01-03,42,False
2012-01-04,21,False
2012-01-05,21,False
2012-01-06,22,False
2012-01-07,0,False
2012-01-08,0,False
2012-01-09,41,False
2012-01-10,20,False
2012-01-11,20,False
2012-01-12,61,False
2012-01-13,21,False
2012-01-14,24,False
2012-01-15,24,False
2012-01-16,0,False
2012-01-17,40,False
2012-01-18,40,False
2012-01-19,100,False
2012-01-20,0,False
2012-01-21,24,False
2012-01-22,24,False
2012-01-23,20,False
2012-01-24,59,False
2012-01-25,20,False
2012-01-26,81,False
2012-01-27,21,False
2012-01-28,24,False
2012-01-29,0,False
2012-01-30,0,False
2012-01-31,19,False
