date,CTSH stock,isPartial
2017-04-01,20,False
2017-04-02,20,False
2017-04-03,42,False
2017-04-04,67,False
2017-04-05,83,False
2017-04-06,26,False
2017-04-07,79,False
2017-04-08,20,False
2017-04-09,0,False
2017-04-10,42,False
2017-04-11,34,False
2017-04-12,35,False
2017-04-13,100,False
2017-04-14,19,False
2017-04-15,20,False
2017-04-16,0,False
2017-04-17,44,False
2017-04-18,33,False
2017-04-19,67,False
2017-04-20,17,False
2017-04-21,53,False
2017-04-22,19,False
2017-04-23,19,False
2017-04-24,50,False
2017-04-25,33,False
2017-04-26,33,False
2017-04-27,93,False
2017-04-28,35,False
2017-04-29,30,False
2017-04-30,20,False
