date,COST stock,isPartial
2016-03-01,88,False
2016-03-02,79,False
2016-03-03,91,False
2016-03-04,70,False
2016-03-05,50,False
2016-03-06,58,False
2016-03-07,95,False
2016-03-08,84,False
2016-03-09,82,False
2016-03-10,100,False
2016-03-11,56,False
2016-03-12,51,False
2016-03-13,43,False
2016-03-14,56,False
2016-03-15,71,False
2016-03-16,57,False
2016-03-17,64,False
2016-03-18,64,False
2016-03-19,44,False
2016-03-20,67,False
2016-03-21,81,False
2016-03-22,70,False
2016-03-23,88,False
2016-03-24,76,False
2016-03-25,62,False
2016-03-26,56,False
2016-03-27,46,False
2016-03-28,73,False
2016-03-29,79,False
2016-03-30,69,False
2016-03-31,78,False
