date,INTC stock,isPartial
2013-04-01,41,False
2013-04-02,30,False
2013-04-03,35,False
2013-04-04,26,False
2013-04-05,50,False
2013-04-06,21,False
2013-04-07,10,False
2013-04-08,34,False
2013-04-09,34,False
2013-04-10,65,False
2013-04-11,61,False
2013-04-12,55,False
2013-04-13,21,False
2013-04-14,26,False
2013-04-15,22,False
2013-04-16,61,False
2013-04-17,100,False
2013-04-18,75,False
2013-04-19,45,False
2013-04-20,42,False
2013-04-21,10,False
2013-04-22,30,False
2013-04-23,83,False
2013-04-24,57,False
2013-04-25,68,False
2013-04-26,27,False
2013-04-27,21,False
2013-04-28,31,False
2013-04-29,35,False
2013-04-30,84,False
