date,QCOM stock,isPartial
2017-06-01,89,False
2017-06-02,100,False
2017-06-03,13,False
2017-06-04,0,False
2017-06-05,61,False
2017-06-06,59,False
2017-06-07,77,False
2017-06-08,41,False
2017-06-09,58,False
2017-06-10,14,False
2017-06-11,18,False
2017-06-12,74,False
2017-06-13,44,False
2017-06-14,64,False
2017-06-15,73,False
2017-06-16,47,False
2017-06-17,9,False
2017-06-18,0,False
2017-06-19,41,False
2017-06-20,51,False
2017-06-21,51,False
2017-06-22,51,False
2017-06-23,42,False
2017-06-24,35,False
2017-06-25,9,False
2017-06-26,73,False
2017-06-27,54,False
2017-06-28,47,False
2017-06-29,47,False
2017-06-30,56,False
