date,WDC stock,isPartial
2017-09-01,59,False
2017-09-02,21,False
2017-09-03,10,False
2017-09-04,18,False
2017-09-05,41,False
2017-09-06,50,False
2017-09-07,38,False
2017-09-08,63,False
2017-09-09,20,False
2017-09-10,9,False
2017-09-11,44,False
2017-09-12,100,False
2017-09-13,71,False
2017-09-14,58,False
2017-09-15,83,False
2017-09-16,34,False
2017-09-17,22,False
2017-09-18,46,False
2017-09-19,59,False
2017-09-20,76,False
2017-09-21,80,False
2017-09-22,45,False
2017-09-23,9,False
2017-09-24,7,False
2017-09-25,48,False
2017-09-26,50,False
2017-09-27,62,False
2017-09-28,53,False
2017-09-29,41,False
2017-09-30,14,False
