date,ODP stock,isPartial
2016-03-01,15,False
2016-03-02,0,False
2016-03-03,0,False
2016-03-04,16,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,16,False
2016-03-08,0,False
2016-03-09,0,False
2016-03-10,0,False
2016-03-11,16,False
2016-03-12,0,False
2016-03-13,0,False
2016-03-14,16,False
2016-03-15,16,False
2016-03-16,0,False
2016-03-17,24,False
2016-03-18,17,False
2016-03-19,0,False
2016-03-20,0,False
2016-03-21,32,False
2016-03-22,32,False
2016-03-23,16,False
2016-03-24,34,False
2016-03-25,18,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,100,False
2016-03-29,40,False
2016-03-30,24,False
2016-03-31,32,False
