date,KO stock,isPartial
2015-10-01,60,False
2015-10-02,55,False
2015-10-03,35,False
2015-10-04,17,False
2015-10-05,80,False
2015-10-06,37,False
2015-10-07,60,False
2015-10-08,37,False
2015-10-09,46,False
2015-10-10,17,False
2015-10-11,9,False
2015-10-12,53,False
2015-10-13,59,False
2015-10-14,44,False
2015-10-15,22,False
2015-10-16,100,False
2015-10-17,26,False
2015-10-18,25,False
2015-10-19,51,False
2015-10-20,58,False
2015-10-21,59,False
2015-10-22,75,False
2015-10-23,62,False
2015-10-24,52,False
2015-10-25,17,False
2015-10-26,58,False
2015-10-27,59,False
2015-10-28,36,False
2015-10-29,44,False
2015-10-30,39,False
2015-10-31,18,False
