date,WDC stock,isPartial
2018-06-01,63,False
2018-06-02,22,False
2018-06-03,14,False
2018-06-04,81,False
2018-06-05,92,False
2018-06-06,56,False
2018-06-07,100,False
2018-06-08,71,False
2018-06-09,14,False
2018-06-10,8,False
2018-06-11,54,False
2018-06-12,62,False
2018-06-13,91,False
2018-06-14,66,False
2018-06-15,51,False
2018-06-16,16,False
2018-06-17,13,False
2018-06-18,51,False
2018-06-19,61,False
2018-06-20,64,False
2018-06-21,79,False
2018-06-22,67,False
2018-06-23,21,False
2018-06-24,8,False
2018-06-25,54,False
2018-06-26,78,False
2018-06-27,57,False
2018-06-28,65,False
2018-06-29,55,False
2018-06-30,24,False
