date,PFE stock,isPartial
2018-08-01,80,False
2018-08-02,70,False
2018-08-03,49,False
2018-08-04,8,False
2018-08-05,0,False
2018-08-06,54,False
2018-08-07,100,False
2018-08-08,57,False
2018-08-09,65,False
2018-08-10,60,False
2018-08-11,21,False
2018-08-12,4,False
2018-08-13,29,False
2018-08-14,51,False
2018-08-15,77,False
2018-08-16,62,False
2018-08-17,66,False
2018-08-18,8,False
2018-08-19,8,False
2018-08-20,45,False
2018-08-21,55,False
2018-08-22,67,False
2018-08-23,59,False
2018-08-24,45,False
2018-08-25,13,False
2018-08-26,4,False
2018-08-27,65,False
2018-08-28,53,False
2018-08-29,29,False
2018-08-30,40,False
2018-08-31,26,False
