date,HAS stock,isPartial
2015-11-01,56,False
2015-11-02,80,False
2015-11-03,81,False
2015-11-04,73,False
2015-11-05,76,False
2015-11-06,69,False
2015-11-07,47,False
2015-11-08,51,False
2015-11-09,68,False
2015-11-10,80,False
2015-11-11,68,False
2015-11-12,77,False
2015-11-13,61,False
2015-11-14,55,False
2015-11-15,63,False
2015-11-16,91,False
2015-11-17,100,False
2015-11-18,89,False
2015-11-19,90,False
2015-11-20,79,False
2015-11-21,50,False
2015-11-22,68,False
2015-11-23,88,False
2015-11-24,79,False
2015-11-25,55,False
2015-11-26,46,False
2015-11-27,42,False
2015-11-28,49,False
2015-11-29,61,False
2015-11-30,74,False
