date,TSLA stock,isPartial
2013-08-01,30,False
2013-08-02,24,False
2013-08-03,12,False
2013-08-04,8,False
2013-08-05,35,False
2013-08-06,43,False
2013-08-07,67,False
2013-08-08,100,False
2013-08-09,45,False
2013-08-10,21,False
2013-08-11,6,False
2013-08-12,41,False
2013-08-13,43,False
2013-08-14,45,False
2013-08-15,44,False
2013-08-16,33,False
2013-08-17,14,False
2013-08-18,7,False
2013-08-19,42,False
2013-08-20,41,False
2013-08-21,37,False
2013-08-22,44,False
2013-08-23,46,False
2013-08-24,17,False
2013-08-25,15,False
2013-08-26,62,False
2013-08-27,45,False
2013-08-28,38,False
2013-08-29,32,False
2013-08-30,36,False
2013-08-31,17,False
