date,EBAY stock,isPartial
2016-08-01,86,False
2016-08-02,92,False
2016-08-03,90,False
2016-08-04,74,False
2016-08-05,81,False
2016-08-06,70,False
2016-08-07,61,False
2016-08-08,63,False
2016-08-09,79,False
2016-08-10,93,False
2016-08-11,89,False
2016-08-12,62,False
2016-08-13,61,False
2016-08-14,50,False
2016-08-15,69,False
2016-08-16,92,False
2016-08-17,83,False
2016-08-18,61,False
2016-08-19,68,False
2016-08-20,50,False
2016-08-21,64,False
2016-08-22,50,False
2016-08-23,74,False
2016-08-24,82,False
2016-08-25,78,False
2016-08-26,85,False
2016-08-27,64,False
2016-08-28,70,False
2016-08-29,73,False
2016-08-30,80,False
2016-08-31,100,False
