date,MSFT stock,isPartial
2017-03-01,97,False
2017-03-02,100,False
2017-03-03,86,False
2017-03-04,17,False
2017-03-05,13,False
2017-03-06,66,False
2017-03-07,66,False
2017-03-08,85,False
2017-03-09,60,False
2017-03-10,65,False
2017-03-11,20,False
2017-03-12,11,False
2017-03-13,60,False
2017-03-14,62,False
2017-03-15,71,False
2017-03-16,67,False
2017-03-17,71,False
2017-03-18,16,False
2017-03-19,11,False
2017-03-20,67,False
2017-03-21,58,False
2017-03-22,67,False
2017-03-23,63,False
2017-03-24,62,False
2017-03-25,33,False
2017-03-26,9,False
2017-03-27,64,False
2017-03-28,67,False
2017-03-29,76,False
2017-03-30,70,False
2017-03-31,64,False
