date,GRMN stock,isPartial
2017-12-01,52,False
2017-12-02,0,False
2017-12-03,0,False
2017-12-04,73,False
2017-12-05,73,False
2017-12-06,0,False
2017-12-07,75,False
2017-12-08,53,False
2017-12-09,0,False
2017-12-10,0,False
2017-12-11,0,False
2017-12-12,99,False
2017-12-13,0,False
2017-12-14,50,False
2017-12-15,0,False
2017-12-16,58,False
2017-12-17,57,False
2017-12-18,100,False
2017-12-19,77,False
2017-12-20,0,False
2017-12-21,0,False
2017-12-22,0,False
2017-12-23,0,False
2017-12-24,64,False
2017-12-25,0,False
2017-12-26,55,False
2017-12-27,53,False
2017-12-28,0,False
2017-12-29,55,False
2017-12-30,59,False
2017-12-31,0,False
