date,COST stock,isPartial
2014-02-01,56,False
2014-02-02,48,False
2014-02-03,59,False
2014-02-04,75,False
2014-02-05,67,False
2014-02-06,74,False
2014-02-07,75,False
2014-02-08,83,False
2014-02-09,64,False
2014-02-10,74,False
2014-02-11,77,False
2014-02-12,84,False
2014-02-13,99,False
2014-02-14,65,False
2014-02-15,67,False
2014-02-16,68,False
2014-02-17,74,False
2014-02-18,90,False
2014-02-19,73,False
2014-02-20,87,False
2014-02-21,65,False
2014-02-22,55,False
2014-02-23,56,False
2014-02-24,100,False
2014-02-25,96,False
2014-02-26,79,False
2014-02-27,97,False
2014-02-28,99,False
