date,BA stock,isPartial
2015-02-01,0,False
2015-02-02,68,False
2015-02-03,77,False
2015-02-04,73,False
2015-02-05,58,False
2015-02-06,66,False
2015-02-07,46,False
2015-02-08,0,False
2015-02-09,63,False
2015-02-10,24,False
2015-02-11,58,False
2015-02-12,69,False
2015-02-13,71,False
2015-02-14,59,False
2015-02-15,17,False
2015-02-16,40,False
2015-02-17,45,False
2015-02-18,59,False
2015-02-19,64,False
2015-02-20,97,False
2015-02-21,51,False
2015-02-22,23,False
2015-02-23,100,False
2015-02-24,48,False
2015-02-25,82,False
2015-02-26,44,False
2015-02-27,45,False
2015-02-28,34,False
