date,HD stock,isPartial
2018-06-01,32,False
2018-06-02,31,False
2018-06-03,16,False
2018-06-04,44,False
2018-06-05,66,False
2018-06-06,58,False
2018-06-07,60,False
2018-06-08,74,False
2018-06-09,44,False
2018-06-10,10,False
2018-06-11,57,False
2018-06-12,100,False
2018-06-13,83,False
2018-06-14,85,False
2018-06-15,65,False
2018-06-16,41,False
2018-06-17,30,False
2018-06-18,41,False
2018-06-19,56,False
2018-06-20,63,False
2018-06-21,66,False
2018-06-22,68,False
2018-06-23,15,False
2018-06-24,25,False
2018-06-25,47,False
2018-06-26,36,False
2018-06-27,52,False
2018-06-28,50,False
2018-06-29,44,False
2018-06-30,35,False
