date,PFE stock,isPartial
2012-04-01,0,False
2012-04-02,48,False
2012-04-03,48,False
2012-04-04,49,False
2012-04-05,100,False
2012-04-06,56,False
2012-04-07,60,False
2012-04-08,0,False
2012-04-09,0,False
2012-04-10,49,False
2012-04-11,94,False
2012-04-12,96,False
2012-04-13,75,False
2012-04-14,57,False
2012-04-15,0,False
2012-04-16,70,False
2012-04-17,47,False
2012-04-18,70,False
2012-04-19,95,False
2012-04-20,50,False
2012-04-21,0,False
2012-04-22,55,False
2012-04-23,46,False
2012-04-24,47,False
2012-04-25,47,False
2012-04-26,48,False
2012-04-27,50,False
2012-04-28,58,False
2012-04-29,58,False
2012-04-30,74,False
