date,PEP stock,isPartial
2014-12-01,73,False
2014-12-02,65,False
2014-12-03,74,False
2014-12-04,100,False
2014-12-05,43,False
2014-12-06,59,False
2014-12-07,44,False
2014-12-08,75,False
2014-12-09,49,False
2014-12-10,66,False
2014-12-11,59,False
2014-12-12,66,False
2014-12-13,0,False
2014-12-14,30,False
2014-12-15,88,False
2014-12-16,42,False
2014-12-17,38,False
2014-12-18,53,False
2014-12-19,55,False
2014-12-20,62,False
2014-12-21,31,False
2014-12-22,80,False
2014-12-23,37,False
2014-12-24,0,False
2014-12-25,33,False
2014-12-26,50,False
2014-12-27,61,False
2014-12-28,30,False
2014-12-29,53,False
2014-12-30,55,False
2014-12-31,50,False
