date,DIS stock,isPartial
2012-05-01,22,False
2012-05-02,50,False
2012-05-03,0,False
2012-05-04,21,False
2012-05-05,0,False
2012-05-06,24,False
2012-05-07,59,False
2012-05-08,78,False
2012-05-09,69,False
2012-05-10,40,False
2012-05-11,42,False
2012-05-12,0,False
2012-05-13,24,False
2012-05-14,19,False
2012-05-15,39,False
2012-05-16,30,False
2012-05-17,31,False
2012-05-18,64,False
2012-05-19,25,False
2012-05-20,24,False
2012-05-21,39,False
2012-05-22,39,False
2012-05-23,59,False
2012-05-24,100,False
2012-05-25,21,False
2012-05-26,25,False
2012-05-27,25,False
2012-05-28,31,False
2012-05-29,19,False
2012-05-30,19,False
2012-05-31,20,False
