date,CTSH stock,isPartial
2017-01-01,18,False
2017-01-02,22,False
2017-01-03,43,False
2017-01-04,24,False
2017-01-05,44,False
2017-01-06,52,False
2017-01-07,21,False
2017-01-08,16,False
2017-01-09,42,False
2017-01-10,35,False
2017-01-11,21,False
2017-01-12,28,False
2017-01-13,24,False
2017-01-14,32,False
2017-01-15,0,False
2017-01-16,14,False
2017-01-17,27,False
2017-01-18,27,False
2017-01-19,18,False
2017-01-20,28,False
2017-01-21,0,False
2017-01-22,15,False
2017-01-23,46,False
2017-01-24,21,False
2017-01-25,69,False
2017-01-26,41,False
2017-01-27,43,False
2017-01-28,16,False
2017-01-29,0,False
2017-01-30,50,False
2017-01-31,100,False
