date,MAT stock,isPartial
2018-08-01,89,False
2018-08-02,44,False
2018-08-03,31,False
2018-08-04,39,False
2018-08-05,26,False
2018-08-06,37,False
2018-08-07,22,False
2018-08-08,81,False
2018-08-09,22,False
2018-08-10,46,False
2018-08-11,35,False
2018-08-12,38,False
2018-08-13,68,False
2018-08-14,23,False
2018-08-15,46,False
2018-08-16,38,False
2018-08-17,23,False
2018-08-18,26,False
2018-08-19,26,False
2018-08-20,31,False
2018-08-21,46,False
2018-08-22,39,False
2018-08-23,38,False
2018-08-24,31,False
2018-08-25,26,False
2018-08-26,26,False
2018-08-27,34,False
2018-08-28,22,False
2018-08-29,100,False
2018-08-30,52,False
2018-08-31,23,False
