date,TXN stock,isPartial
2016-07-01,60,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,13,False
2016-07-05,13,False
2016-07-06,31,False
2016-07-07,13,False
2016-07-08,21,False
2016-07-09,15,False
2016-07-10,15,False
2016-07-11,26,False
2016-07-12,13,False
2016-07-13,20,False
2016-07-14,30,False
2016-07-15,34,False
2016-07-16,0,False
2016-07-17,15,False
2016-07-18,18,False
2016-07-19,22,False
2016-07-20,18,False
2016-07-21,27,False
2016-07-22,14,False
2016-07-23,15,False
2016-07-24,0,False
2016-07-25,39,False
2016-07-26,100,False
2016-07-27,52,False
2016-07-28,61,False
2016-07-29,36,False
2016-07-30,15,False
2016-07-31,20,False
