date,MAT stock,isPartial
2016-06-01,66,False
2016-06-02,33,False
2016-06-03,35,False
2016-06-04,39,False
2016-06-05,57,False
2016-06-06,99,False
2016-06-07,66,False
2016-06-08,0,False
2016-06-09,0,False
2016-06-10,69,False
2016-06-11,58,False
2016-06-12,38,False
2016-06-13,0,False
2016-06-14,0,False
2016-06-15,0,False
2016-06-16,82,False
2016-06-17,35,False
2016-06-18,59,False
2016-06-19,39,False
2016-06-20,33,False
2016-06-21,33,False
2016-06-22,100,False
2016-06-23,0,False
2016-06-24,53,False
2016-06-25,0,False
2016-06-26,39,False
2016-06-27,66,False
2016-06-28,84,False
2016-06-29,68,False
2016-06-30,34,False
